,close,open,high,low
2010-12-15 00:00:00,1.32129,1.33743,1.33818,1.32089
2010-12-16 00:00:00,1.32439,1.32134,1.32663,1.31817
2010-12-17 00:00:00,1.31879,1.32444,1.33591,1.31336
2010-12-18 00:00:00,1.31883,1.31883,1.31883,1.31883
2010-12-19 00:00:00,1.31847,1.3185,1.31871,1.31647
2010-12-20 00:00:00,1.31313,1.31857,1.31867,1.30946
2010-12-21 00:00:00,1.31006,1.31256,1.32019,1.30742
2010-12-22 00:00:00,1.31004,1.3101,1.31812,1.30788
2010-12-23 00:00:00,1.31144,1.31,1.31512,1.30556
2010-12-24 00:00:00,1.31215,1.31153,1.31481,1.30876
2010-12-25 00:00:00,1.31223,1.31235,1.31235,1.31223
2010-12-26 00:00:00,1.31154,1.31275,1.31275,1.31113
2010-12-27 00:00:00,1.31646,1.31152,1.31705,1.30726
2010-12-28 00:00:00,1.31149,1.3165,1.32742,1.30944
2010-12-29 00:00:00,1.32255,1.31152,1.32392,1.30836
2010-12-30 00:00:00,1.3291,1.32251,1.33146,1.32163
2010-12-31 00:00:00,1.33836,1.3295,1.34242,1.32855
2011-01-01 00:00:00,1.33885,1.33815,1.33885,1.33815
2011-01-02 00:00:00,1.33471,1.33846,1.33846,1.3328
2011-01-03 00:00:00,1.33612,1.33478,1.33954,1.32512
2011-01-04 00:00:00,1.33075,1.33609,1.3434,1.32919
2011-01-05 00:00:00,1.31498,1.3307,1.33254,1.31258
2011-01-06 00:00:00,1.30033,1.315,1.31707,1.29978
2011-01-07 00:00:00,1.29073,1.30031,1.30212,1.29057
2011-01-09 00:00:00,1.28773,1.29093,1.29183,1.28607
2011-01-10 00:00:00,1.29514,1.2877,1.29644,1.28742
2011-01-11 00:00:00,1.29741,1.29512,1.2993,1.29048
2011-01-12 00:00:00,1.3131,1.29739,1.31447,1.29622
2011-01-13 00:00:00,1.33638,1.3134,1.3383,1.30893
2011-01-14 00:00:00,1.3388,1.33634,1.34572,1.33145
2011-01-15 00:00:00,1.33865,1.33865,1.33865,1.33865
2011-01-16 00:00:00,1.33854,1.33887,1.34171,1.33788
2011-01-17 00:00:00,1.32938,1.33852,1.33852,1.32446
2011-01-18 00:00:00,1.33869,1.32953,1.34667,1.32537
2011-01-19 00:00:00,1.34736,1.33866,1.35388,1.33685
2011-01-20 00:00:00,1.34726,1.34738,1.35228,1.33963
2011-01-21 00:00:00,1.36213,1.34728,1.36255,1.3449
2011-01-22 00:00:00,1.36173,1.36209,1.36213,1.36173
2011-01-23 00:00:00,1.36404,1.36173,1.36459,1.35948
2011-01-24 00:00:00,1.36386,1.36406,1.36858,1.35408
2011-01-25 00:00:00,1.36815,1.36391,1.37042,1.3573
2011-01-26 00:00:00,1.3713,1.36819,1.37212,1.3641
2011-01-27 00:00:00,1.3733,1.37132,1.37586,1.36376
2011-01-28 00:00:00,1.36111,1.37335,1.37462,1.35837
2011-01-29 00:00:00,1.36111,1.36111,1.36111,1.36111
2011-01-30 00:00:00,1.35885,1.36111,1.36123,1.35754
2011-01-31 00:00:00,1.36937,1.35887,1.3739,1.35708
2011-02-01 00:00:00,1.38287,1.3694,1.3843,1.36903
2011-02-02 00:00:00,1.38103,1.38285,1.38616,1.37678
2011-02-03 00:00:00,1.3634,1.38089,1.38258,1.36099
2011-02-04 00:00:00,1.35813,1.36336,1.36795,1.35438
2011-02-05 00:00:00,1.35809,1.35809,1.35809,1.35809
2011-02-06 00:00:00,1.35628,1.35809,1.36023,1.35464
2011-02-07 00:00:00,1.35824,1.35632,1.36266,1.35086
2011-02-08 00:00:00,1.36254,1.35827,1.36886,1.35727
2011-02-09 00:00:00,1.37324,1.36256,1.37443,1.36114
2011-02-10 00:00:00,1.36018,1.37322,1.37364,1.35776
2011-02-11 00:00:00,1.35574,1.36022,1.36209,1.34977
2011-02-12 00:00:00,1.35514,1.35514,1.35522,1.35514
2011-02-13 00:00:00,1.35082,1.35514,1.35548,1.35054
2011-02-14 00:00:00,1.34889,1.3508,1.35583,1.34291
2011-02-15 00:00:00,1.34868,1.34886,1.35505,1.34614
2011-02-16 00:00:00,1.35686,1.34866,1.3588,1.34624
2011-02-17 00:00:00,1.36093,1.35684,1.36189,1.3537
2011-02-18 00:00:00,1.36931,1.36096,1.37151,1.35458
2011-02-19 00:00:00,1.36931,1.36931,1.36931,1.36931
2011-02-20 00:00:00,1.37005,1.36931,1.37258,1.36931
2011-02-21 00:00:00,1.36782,1.37003,1.37158,1.36479
2011-02-22 00:00:00,1.36505,1.36785,1.37036,1.35258
2011-02-23 00:00:00,1.37487,1.36503,1.37865,1.36485
2011-02-24 00:00:00,1.38002,1.37497,1.38208,1.37048
2011-02-25 00:00:00,1.37536,1.38,1.3838,1.3724
2011-02-26 00:00:00,1.37534,1.37539,1.37539,1.37534
2011-02-27 00:00:00,1.37586,1.37534,1.37616,1.37424
2011-02-28 00:00:00,1.38065,1.37583,1.38554,1.37115
2011-03-01 00:00:00,1.3777,1.38063,1.38542,1.3763
2011-03-02 00:00:00,1.38653,1.37767,1.38906,1.37434
2011-03-03 00:00:00,1.39692,1.38648,1.39758,1.38334
2011-03-04 00:00:00,1.3987,1.39688,1.40071,1.3941
2011-03-05 00:00:00,1.39868,1.3988,1.3988,1.39868
2011-03-06 00:00:00,1.39949,1.39868,1.39974,1.39815
2011-03-07 00:00:00,1.39685,1.39947,1.4036,1.39556
2011-03-08 00:00:00,1.39048,1.39688,1.39889,1.38626
2011-03-09 00:00:00,1.39084,1.39046,1.39414,1.38562
2011-03-10 00:00:00,1.37974,1.39082,1.39245,1.37756
2011-03-11 00:00:00,1.39029,1.37971,1.39153,1.37522
2011-03-12 00:00:00,1.39029,1.39029,1.39029,1.39029
2011-03-13 00:00:00,1.39664,1.39029,1.39854,1.39029
2011-03-13 23:00:00,1.39921,1.39653,1.40032,1.39047
2011-03-14 23:00:00,1.3998,1.39918,1.4013,1.38556
2011-03-15 23:00:00,1.38998,1.39986,1.40024,1.38672
2011-03-16 23:00:00,1.40215,1.38996,1.40522,1.3869
2011-03-17 23:00:00,1.41819,1.4022,1.41842,1.39808
2011-03-18 23:00:00,1.41819,1.41819,1.41819,1.41819
2011-03-19 23:00:00,1.4196,1.41819,1.41985,1.41667
2011-03-20 23:00:00,1.42252,1.41962,1.424,1.4139
2011-03-21 23:00:00,1.41966,1.42245,1.42484,1.41794
2011-03-22 23:00:00,1.4088,1.4198,1.42145,1.40853
2011-03-23 23:00:00,1.4177,1.40872,1.42201,1.4054
2011-03-24 23:00:00,1.40882,1.41772,1.41937,1.40555
2011-03-25 23:00:00,1.40882,1.40882,1.40882,1.40882
2011-03-26 23:00:00,1.40408,1.40882,1.40882,1.40208
2011-03-27 23:00:00,1.40871,1.40414,1.41154,1.40213
2011-03-28 23:00:00,1.41132,1.40868,1.41488,1.40471
2011-03-29 23:00:00,1.41273,1.41135,1.41476,1.40524
2011-03-30 23:00:00,1.41568,1.41276,1.42332,1.41164
2011-03-31 23:00:00,1.42339,1.4157,1.42455,1.40621
2011-04-01 23:00:00,1.42339,1.42339,1.42339,1.42339
2011-04-02 23:00:00,1.42317,1.42339,1.42425,1.42089
2011-04-03 23:00:00,1.42206,1.4232,1.42687,1.41932
2011-04-04 23:00:00,1.42226,1.42204,1.42458,1.41518
2011-04-05 23:00:00,1.43318,1.42224,1.43496,1.42088
2011-04-06 23:00:00,1.43082,1.43315,1.43371,1.42427
2011-04-07 23:00:00,1.44836,1.43084,1.44882,1.42916
2011-04-08 23:00:00,1.44732,1.4483,1.44832,1.44732
2011-04-09 23:00:00,1.44731,1.44732,1.44832,1.44441
2011-04-10 23:00:00,1.44358,1.44725,1.44838,1.4421
2011-04-11 23:00:00,1.44772,1.44355,1.45192,1.43779
2011-04-12 23:00:00,1.44429,1.44776,1.45204,1.44139
2011-04-13 23:00:00,1.44881,1.44427,1.45143,1.43656
2011-04-14 23:00:00,1.44303,1.44886,1.45034,1.43909
2011-04-15 23:00:00,1.44303,1.44303,1.44303,1.44303
2011-04-16 23:00:00,1.44119,1.44303,1.44303,1.44088
2011-04-17 23:00:00,1.42344,1.44123,1.44206,1.41572
2011-04-18 23:00:00,1.43347,1.42342,1.43532,1.42058
2011-04-19 23:00:00,1.4523,1.43351,1.45472,1.43285
2011-04-20 23:00:00,1.45525,1.45226,1.46485,1.45057
2011-04-21 23:00:00,1.45672,1.45529,1.45888,1.45346
2011-04-22 23:00:00,1.45672,1.45672,1.45672,1.45672
2011-04-23 23:00:00,1.45624,1.45672,1.45672,1.45482
2011-04-24 23:00:00,1.4581,1.45624,1.46268,1.45258
2011-04-25 23:00:00,1.46439,1.45806,1.46576,1.44938
2011-04-26 23:00:00,1.47875,1.46441,1.47949,1.46332
2011-04-27 23:00:00,1.48223,1.47872,1.4882,1.47693
2011-04-28 23:00:00,1.48074,1.48225,1.4878,1.48042
2011-04-29 23:00:00,1.48074,1.48074,1.48074,1.48074
2011-04-30 23:00:00,1.48074,1.48074,1.48074,1.48074
2011-05-01 23:00:00,1.48301,1.48074,1.49018,1.47628
2011-05-02 23:00:00,1.48257,1.48299,1.48902,1.47545
2011-05-03 23:00:00,1.48271,1.48254,1.49402,1.47752
2011-05-04 23:00:00,1.45382,1.48268,1.48992,1.45103
2011-05-05 23:00:00,1.4314,1.45389,1.45877,1.43102
2011-05-06 23:00:00,1.4314,1.4314,1.4314,1.4314
2011-05-07 23:00:00,1.43638,1.4314,1.43966,1.4314
2011-05-08 23:00:00,1.43652,1.43634,1.44423,1.42545
2011-05-09 23:00:00,1.44092,1.43655,1.44127,1.42709
2011-05-10 23:00:00,1.41919,1.44095,1.44232,1.41729
2011-05-11 23:00:00,1.42459,1.41921,1.42766,1.41232
2011-05-12 23:00:00,1.41184,1.42457,1.43399,1.40666
2011-05-13 23:00:00,1.41184,1.41184,1.41184,1.41184
2011-05-14 23:00:00,1.40909,1.41184,1.41184,1.40723
2011-05-15 23:00:00,1.41559,1.40911,1.42446,1.40484
2011-05-16 23:00:00,1.42372,1.41563,1.42383,1.4121
2011-05-17 23:00:00,1.42491,1.42369,1.42869,1.41953
2011-05-18 23:00:00,1.43091,1.42489,1.43256,1.42068
2011-05-19 23:00:00,1.41561,1.43095,1.43456,1.41335
2011-05-20 23:00:00,1.41561,1.41561,1.41561,1.41561
2011-05-21 23:00:00,1.41258,1.41561,1.41561,1.41094
2011-05-22 23:00:00,1.40479,1.41256,1.41468,1.39698
2011-05-23 23:00:00,1.40998,1.40476,1.41332,1.40021
2011-05-24 23:00:00,1.4088,1.41001,1.41184,1.40138
2011-05-25 23:00:00,1.41443,1.40878,1.42068,1.40681
2011-05-26 23:00:00,1.43175,1.4144,1.43242,1.41252
2011-05-27 23:00:00,1.43175,1.43175,1.43175,1.43175
2011-05-28 23:00:00,1.43231,1.43175,1.43335,1.43091
2011-05-29 23:00:00,1.42821,1.43228,1.43228,1.42573
2011-05-30 23:00:00,1.43965,1.4283,1.44244,1.42791
2011-05-31 23:00:00,1.43283,1.43967,1.44587,1.43212
2011-06-01 23:00:00,1.44917,1.43281,1.4514,1.43073
2011-06-02 23:00:00,1.46353,1.44915,1.46426,1.44512
2011-06-03 23:00:00,1.46353,1.46353,1.46353,1.46353
2011-06-04 23:00:00,1.46118,1.46353,1.46353,1.46078
2011-06-05 23:00:00,1.4576,1.46123,1.4658,1.45575
2011-06-06 23:00:00,1.46912,1.45757,1.46963,1.45638
2011-06-07 23:00:00,1.45834,1.46915,1.46953,1.45648
2011-06-08 23:00:00,1.45107,1.45842,1.46536,1.44776
2011-06-09 23:00:00,1.4347,1.45103,1.45509,1.43224
2011-06-10 23:00:00,1.4347,1.4347,1.4347,1.4347
2011-06-11 23:00:00,1.43265,1.4347,1.4347,1.42879
2011-06-12 23:00:00,1.4413,1.43261,1.44302,1.43214
2011-06-13 23:00:00,1.44404,1.44132,1.44971,1.43787
2011-06-14 23:00:00,1.41796,1.44402,1.44516,1.41563
2011-06-15 23:00:00,1.42046,1.41798,1.42218,1.4074
2011-06-16 23:00:00,1.4313,1.42044,1.43395,1.41278
2011-06-17 23:00:00,1.4313,1.4313,1.4313,1.4313
2011-06-18 23:00:00,1.42758,1.4313,1.4313,1.42635
2011-06-19 23:00:00,1.4304,1.42772,1.43278,1.41916
2011-06-20 23:00:00,1.44116,1.43042,1.44224,1.43034
2011-06-21 23:00:00,1.43549,1.44114,1.4442,1.43417
2011-06-22 23:00:00,1.42567,1.43547,1.43573,1.41265
2011-06-23 23:00:00,1.41878,1.42564,1.43064,1.4142
2011-06-24 23:00:00,1.41878,1.41878,1.41878,1.41878
2011-06-25 23:00:00,1.41938,1.41878,1.42236,1.4168
2011-06-26 23:00:00,1.42873,1.41933,1.42941,1.41027
2011-06-27 23:00:00,1.4371,1.42875,1.43972,1.42376
2011-06-28 23:00:00,1.4435,1.43708,1.44481,1.43284
2011-06-29 23:00:00,1.45018,1.44355,1.45379,1.44272
2011-06-30 23:00:00,1.45253,1.45016,1.45519,1.44366
2011-07-01 23:00:00,1.45253,1.45253,1.45253,1.45253
2011-07-02 23:00:00,1.45351,1.45253,1.45418,1.45135
2011-07-03 23:00:00,1.4539,1.45356,1.45779,1.4496
2011-07-04 23:00:00,1.44286,1.45388,1.45535,1.43968
2011-07-05 23:00:00,1.43192,1.44284,1.44664,1.42863
2011-07-06 23:00:00,1.43632,1.43196,1.43743,1.42212
2011-07-07 23:00:00,1.42642,1.43636,1.43695,1.42058
2011-07-08 23:00:00,1.42582,1.42642,1.42642,1.42582
2011-07-09 23:00:00,1.42053,1.42582,1.42983,1.42041
2011-07-10 23:00:00,1.40294,1.42055,1.42277,1.39864
2011-07-11 23:00:00,1.39761,1.40296,1.40621,1.38372
2011-07-12 23:00:00,1.41675,1.39764,1.41926,1.39516
2011-07-13 23:00:00,1.41427,1.41678,1.42823,1.41156
2011-07-14 23:00:00,1.416,1.41429,1.41991,1.40926
2011-07-15 23:00:00,1.416,1.416,1.416,1.416
2011-07-16 23:00:00,1.41119,1.416,1.41678,1.41058
2011-07-17 23:00:00,1.41126,1.41126,1.41351,1.40145
2011-07-18 23:00:00,1.41549,1.41124,1.42174,1.40691
2011-07-19 23:00:00,1.4215,1.41547,1.42394,1.41336
2011-07-20 23:00:00,1.4424,1.42152,1.44336,1.41393
2011-07-21 23:00:00,1.43598,1.44247,1.44373,1.43241
2011-07-22 23:00:00,1.43598,1.43598,1.43598,1.43598
2011-07-23 23:00:00,1.43873,1.43598,1.43918,1.43598
2011-07-24 23:00:00,1.43768,1.43876,1.44174,1.43252
2011-07-25 23:00:00,1.45113,1.43765,1.45255,1.43576
2011-07-26 23:00:00,1.43687,1.4511,1.45361,1.43394
2011-07-27 23:00:00,1.43337,1.4369,1.44004,1.42544
2011-07-28 23:00:00,1.4396,1.43335,1.44134,1.42297
2011-07-29 23:00:00,1.4396,1.4396,1.4396,1.4396
2011-07-30 23:00:00,1.43826,1.4396,1.44103,1.43791
2011-07-31 23:00:00,1.42501,1.43824,1.44537,1.41851
2011-08-01 23:00:00,1.42032,1.42503,1.42828,1.41516
2011-08-02 23:00:00,1.43233,1.42028,1.43447,1.41434
2011-08-03 23:00:00,1.40931,1.4323,1.43726,1.40894
2011-08-04 23:00:00,1.428,1.40935,1.42978,1.40554
2011-08-05 23:00:00,1.4295,1.428,1.43,1.428
2011-08-06 23:00:00,1.44216,1.4295,1.44223,1.428
2011-08-07 23:00:00,1.41784,1.44209,1.44334,1.41297
2011-08-08 23:00:00,1.43752,1.4178,1.43764,1.41528
2011-08-09 23:00:00,1.41775,1.4375,1.44008,1.41624
2011-08-10 23:00:00,1.42405,1.41778,1.42941,1.4104
2011-08-11 23:00:00,1.42485,1.42403,1.42916,1.41499
2011-08-12 23:00:00,1.42485,1.42485,1.42485,1.42485
2011-08-13 23:00:00,1.42664,1.42485,1.42719,1.42266
2011-08-14 23:00:00,1.44444,1.42668,1.44775,1.42483
2011-08-15 23:00:00,1.44072,1.44446,1.4472,1.43545
2011-08-16 23:00:00,1.44262,1.44076,1.45174,1.43249
2011-08-17 23:00:00,1.43329,1.4426,1.44515,1.42715
2011-08-18 23:00:00,1.4396,1.43332,1.44526,1.42594
2011-08-19 23:00:00,1.4396,1.4396,1.4396,1.4396
2011-08-20 23:00:00,1.43823,1.4396,1.44009,1.43733
2011-08-21 23:00:00,1.43584,1.43828,1.44344,1.43475
2011-08-22 23:00:00,1.44413,1.43587,1.45002,1.4354
2011-08-23 23:00:00,1.44142,1.44415,1.44812,1.43795
2011-08-24 23:00:00,1.43789,1.44139,1.44746,1.43281
2011-08-25 23:00:00,1.44989,1.43786,1.45018,1.4329
2011-08-26 23:00:00,1.44989,1.44989,1.44989,1.44989
2011-08-27 23:00:00,1.44993,1.44989,1.45085,1.4483
2011-08-28 23:00:00,1.45108,1.44996,1.45487,1.44661
2011-08-29 23:00:00,1.44415,1.45111,1.45331,1.43847
2011-08-30 23:00:00,1.43696,1.44421,1.44694,1.43589
2011-08-31 23:00:00,1.42592,1.43699,1.43861,1.42268
2011-09-01 23:00:00,1.42057,1.42594,1.42878,1.41844
2011-09-02 23:00:00,1.42057,1.42057,1.42057,1.42057
2011-09-03 23:00:00,1.41623,1.42057,1.42057,1.41566
2011-09-04 23:00:00,1.40975,1.41628,1.41737,1.40608
2011-09-05 23:00:00,1.39977,1.4097,1.42838,1.39727
2011-09-06 23:00:00,1.4098,1.39974,1.41498,1.39926
2011-09-07 23:00:00,1.38817,1.40978,1.41007,1.38728
2011-09-08 23:00:00,1.36531,1.38821,1.39366,1.36268
2011-09-09 23:00:00,1.36491,1.36531,1.36531,1.36491
2011-09-10 23:00:00,1.35875,1.36491,1.36531,1.35731
2011-09-11 23:00:00,1.3679,1.35871,1.36942,1.34957
2011-09-12 23:00:00,1.36783,1.36792,1.37394,1.35584
2011-09-13 23:00:00,1.37543,1.36781,1.37834,1.35917
2011-09-14 23:00:00,1.38764,1.37546,1.3937,1.37038
2011-09-15 23:00:00,1.38013,1.38767,1.38934,1.3754
2011-09-16 23:00:00,1.38013,1.38013,1.38013,1.38013
2011-09-17 23:00:00,1.36911,1.38013,1.38013,1.3684
2011-09-18 23:00:00,1.36849,1.36907,1.37208,1.35866
2011-09-19 23:00:00,1.37011,1.36847,1.37445,1.35938
2011-09-20 23:00:00,1.35722,1.37015,1.37982,1.35633
2011-09-21 23:00:00,1.34638,1.35726,1.36011,1.33852
2011-09-22 23:00:00,1.35002,1.34636,1.35673,1.34191
2011-09-23 23:00:00,1.35002,1.35002,1.35002,1.35002
2011-09-24 23:00:00,1.35202,1.35002,1.35836,1.34923
2011-09-25 23:00:00,1.35328,1.35209,1.355,1.33626
2011-09-26 23:00:00,1.35825,1.35326,1.36685,1.34795
2011-09-27 23:00:00,1.35428,1.3583,1.36902,1.3533
2011-09-28 23:00:00,1.3597,1.35425,1.36791,1.35201
2011-09-29 23:00:00,1.33875,1.35968,1.36008,1.33842
2011-09-30 23:00:00,1.33865,1.33875,1.33875,1.33865
2011-10-01 23:00:00,1.33447,1.33865,1.33891,1.3324
2011-10-02 23:00:00,1.31759,1.33454,1.33812,1.31679
2011-10-03 23:00:00,1.33488,1.31762,1.33692,1.31459
2011-10-04 23:00:00,1.33483,1.33493,1.3384,1.32608
2011-10-05 23:00:00,1.34374,1.33481,1.34508,1.32423
2011-10-06 23:00:00,1.33771,1.34369,1.35249,1.33612
2011-10-07 23:00:00,1.33771,1.33771,1.33771,1.33771
2011-10-08 23:00:00,1.33918,1.33771,1.33946,1.33462
2011-10-09 23:00:00,1.36426,1.33914,1.36984,1.33781
2011-10-10 23:00:00,1.36402,1.3643,1.36838,1.35658
2011-10-11 23:00:00,1.37913,1.36406,1.38333,1.35831
2011-10-12 23:00:00,1.37775,1.37911,1.38262,1.36856
2011-10-13 23:00:00,1.38813,1.37773,1.38941,1.37238
2011-10-14 23:00:00,1.38813,1.38813,1.38813,1.38813
2011-10-15 23:00:00,1.3868,1.38813,1.38813,1.38623
2011-10-16 23:00:00,1.37372,1.38676,1.39143,1.37258
2011-10-17 23:00:00,1.37525,1.3737,1.38174,1.36533
2011-10-18 23:00:00,1.376,1.37522,1.38695,1.37253
2011-10-19 23:00:00,1.37797,1.37596,1.38429,1.36562
2011-10-20 23:00:00,1.3895,1.37799,1.39012,1.37041
2011-10-21 23:00:00,1.3895,1.3895,1.3895,1.3895
2011-10-22 23:00:00,1.38459,1.3895,1.3895,1.38348
2011-10-23 23:00:00,1.39293,1.38463,1.39567,1.38224
2011-10-24 23:00:00,1.39075,1.39291,1.39605,1.38496
2011-10-25 23:00:00,1.3906,1.39077,1.39756,1.37982
2011-10-26 23:00:00,1.41886,1.39056,1.42473,1.38645
2011-10-27 23:00:00,1.41495,1.4189,1.42006,1.41341
2011-10-28 23:00:00,1.41495,1.41495,1.41495,1.41495
2011-10-29 23:00:00,1.41423,1.41495,1.41495,1.412
2011-10-30 23:00:00,1.38577,1.4143,1.41716,1.38286
2011-10-31 23:00:00,1.3703,1.38581,1.38714,1.36086
2011-11-01 23:00:00,1.37472,1.37033,1.38289,1.36372
2011-11-02 23:00:00,1.3823,1.37468,1.38548,1.36569
2011-11-03 23:00:00,1.37893,1.38228,1.38689,1.37112
2011-11-05 23:00:00,1.3829,1.37893,1.38388,1.37436
2011-11-07 00:00:00,1.37761,1.38285,1.38313,1.36818
2011-11-08 00:00:00,1.38336,1.37758,1.3847,1.37249
2011-11-09 00:00:00,1.35418,1.38331,1.38589,1.35236
2011-11-10 00:00:00,1.36062,1.35422,1.3653,1.3484
2011-11-11 00:00:00,1.37516,1.36069,1.37952,1.35784
2011-11-12 00:00:00,1.37516,1.37516,1.37516,1.37516
2011-11-13 00:00:00,1.38106,1.37526,1.38137,1.37507
2011-11-14 00:00:00,1.36332,1.38101,1.38104,1.35922
2011-11-15 00:00:00,1.35394,1.36327,1.36408,1.34968
2011-11-16 00:00:00,1.34634,1.35396,1.3557,1.34293
2011-11-17 00:00:00,1.34577,1.34631,1.35398,1.34221
2011-11-18 00:00:00,1.35255,1.3458,1.36139,1.34472
2011-11-20 00:00:00,1.35123,1.35255,1.35255,1.35006
2011-11-21 00:00:00,1.3489,1.35132,1.35407,1.34306
2011-11-22 00:00:00,1.35052,1.34892,1.35687,1.3469
2011-11-23 00:00:00,1.33422,1.35049,1.35311,1.33202
2011-11-24 00:00:00,1.3347,1.33424,1.34116,1.33164
2011-11-25 00:00:00,1.32425,1.33472,1.33521,1.32123
2011-11-26 00:00:00,1.32425,1.32425,1.32425,1.32425
2011-11-27 00:00:00,1.33226,1.32385,1.33418,1.32385
2011-11-28 00:00:00,1.33195,1.33232,1.33989,1.32729
2011-11-29 00:00:00,1.33164,1.33198,1.34425,1.32862
2011-11-30 00:00:00,1.34458,1.33161,1.35332,1.32584
2011-12-01 00:00:00,1.34616,1.34455,1.35213,1.34176
2011-12-02 00:00:00,1.33939,1.34623,1.35486,1.33632
2011-12-03 00:00:00,1.33939,1.33939,1.33939,1.33939
2011-12-04 00:00:00,1.34252,1.33937,1.34415,1.33769
2011-12-05 00:00:00,1.34012,1.3425,1.34862,1.33754
2011-12-06 00:00:00,1.34013,1.34006,1.34284,1.33336
2011-12-07 00:00:00,1.34116,1.34016,1.34534,1.3351
2011-12-08 00:00:00,1.33408,1.3412,1.34596,1.32892
2011-12-09 00:00:00,1.33874,1.33414,1.34342,1.32822
2011-12-11 00:00:00,1.33819,1.33874,1.33874,1.33632
2011-12-12 00:00:00,1.31876,1.33824,1.33824,1.31634
2011-12-13 00:00:00,1.3037,1.3188,1.3237,1.3009
2011-12-14 00:00:00,1.2983,1.30367,1.3064,1.29458
2011-12-15 00:00:00,1.30157,1.2983,1.30498,1.29578
2011-12-16 00:00:00,1.30435,1.30159,1.30842,1.29953
2011-12-18 00:00:00,1.30427,1.3041,1.30488,1.30162
2011-12-19 00:00:00,1.29978,1.30433,1.30437,1.29832
2011-12-20 00:00:00,1.3082,1.29974,1.31316,1.29944
2011-12-21 00:00:00,1.30469,1.30823,1.31984,1.30252
2011-12-22 00:00:00,1.30503,1.30475,1.31188,1.30171
2011-12-23 00:00:00,1.30432,1.30506,1.30962,1.30262
2011-12-25 00:00:00,1.30434,1.30432,1.30453,1.30432
2011-12-26 00:00:00,1.30606,1.30442,1.30827,1.30352
2011-12-27 00:00:00,1.3071,1.3059,1.30831,1.30433
2011-12-28 00:00:00,1.29408,1.30706,1.30802,1.29122
2011-12-29 00:00:00,1.29614,1.29412,1.29649,1.28584
2011-12-30 00:00:00,1.29619,1.29618,1.2999,1.2904
2012-01-01 00:00:00,1.29405,1.29525,1.29612,1.2913
2012-01-02 00:00:00,1.29345,1.29409,1.29706,1.29181
2012-01-03 00:00:00,1.30501,1.29348,1.30766,1.29324
2012-01-04 00:00:00,1.29428,1.30498,1.30726,1.28976
2012-01-05 00:00:00,1.27887,1.29426,1.29468,1.27703
2012-01-06 00:00:00,1.27194,1.27885,1.28125,1.26974
2012-01-07 00:00:00,1.27194,1.27194,1.27194,1.27194
2012-01-08 00:00:00,1.26952,1.27124,1.27181,1.26707
2012-01-09 00:00:00,1.27651,1.26957,1.27856,1.26665
2012-01-10 00:00:00,1.27778,1.27648,1.2818,1.27429
2012-01-11 00:00:00,1.27066,1.27775,1.27898,1.26616
2012-01-12 00:00:00,1.28142,1.27064,1.28452,1.26995
2012-01-13 00:00:00,1.26811,1.2814,1.28783,1.26242
2012-01-15 00:00:00,1.26377,1.26811,1.26811,1.26318
2012-01-16 00:00:00,1.26671,1.26382,1.26874,1.26264
2012-01-17 00:00:00,1.27364,1.26669,1.28085,1.26494
2012-01-18 00:00:00,1.28636,1.27366,1.28681,1.27341
2012-01-19 00:00:00,1.2968,1.28634,1.29713,1.28395
2012-01-20 00:00:00,1.2932,1.29682,1.2986,1.28875
2012-01-21 00:00:00,1.2932,1.2932,1.2932,1.2932
2012-01-22 00:00:00,1.28788,1.2932,1.2932,1.28565
2012-01-23 00:00:00,1.30159,1.28792,1.30524,1.28764
2012-01-24 00:00:00,1.3036,1.30161,1.30626,1.29538
2012-01-25 00:00:00,1.31066,1.30357,1.31206,1.29313
2012-01-26 00:00:00,1.31088,1.31063,1.31839,1.30904
2012-01-27 00:00:00,1.32198,1.3109,1.32342,1.3078
2012-01-29 00:00:00,1.3226,1.32138,1.32334,1.32087
2012-01-30 00:00:00,1.31436,1.32264,1.32284,1.3077
2012-01-31 00:00:00,1.30837,1.31439,1.32134,1.30422
2012-02-01 00:00:00,1.31606,1.30834,1.32178,1.30264
2012-02-02 00:00:00,1.3144,1.31609,1.31963,1.30861
2012-02-03 00:00:00,1.31577,1.31442,1.3206,1.30664
2012-02-05 00:00:00,1.31148,1.31577,1.3161,1.30783
2012-02-06 00:00:00,1.31298,1.31158,1.31413,1.30279
2012-02-07 00:00:00,1.32602,1.31301,1.32701,1.30894
2012-02-08 00:00:00,1.32606,1.32605,1.32886,1.32214
2012-02-09 00:00:00,1.32856,1.32609,1.33218,1.32151
2012-02-10 00:00:00,1.31971,1.32854,1.3291,1.31558
2012-02-11 00:00:00,1.31971,1.31971,1.31971,1.31971
2012-02-12 00:00:00,1.32085,1.31971,1.3213,1.31853
2012-02-13 00:00:00,1.31866,1.32091,1.3284,1.31866
2012-02-14 00:00:00,1.31339,1.31868,1.32162,1.30802
2012-02-15 00:00:00,1.30656,1.31337,1.31905,1.3044
2012-02-16 00:00:00,1.31305,1.3066,1.31592,1.29748
2012-02-17 00:00:00,1.31396,1.31308,1.3198,1.31154
2012-02-18 00:00:00,1.31471,1.31396,1.31471,1.31396
2012-02-19 00:00:00,1.31806,1.31471,1.32029,1.31396
2012-02-20 00:00:00,1.32434,1.31812,1.32768,1.31736
2012-02-21 00:00:00,1.32337,1.32436,1.32931,1.3187
